# z  H_LCDM[1/Mpc]  H_GREA[1/Mpc]  H_ratio-1  w_GREA
1.880427637e+06 7.634984735e+06 7.634984735e+06 4.440892099e-16 -6.665160260e-01
1.881943732e+06 7.647295541e+06 7.647295541e+06 4.440892099e-16 -6.665161472e-01
1.883461050e+06 7.659626203e+06 7.659626203e+06 2.220446049e-16 -6.665162683e-01
1.884979591e+06 7.671976751e+06 7.671976751e+06 4.440892099e-16 -6.665163893e-01
1.886499356e+06 7.684347217e+06 7.684347217e+06 4.440892099e-16 -6.665165102e-01
1.888020346e+06 7.696737635e+06 7.696737635e+06 4.440892099e-16 -6.665166310e-01
1.889542563e+06 7.709148036e+06 7.709148036e+06 4.440892099e-16 -6.665167517e-01
1.891066007e+06 7.721578452e+06 7.721578452e+06 4.440892099e-16 -6.665168723e-01
1.892590679e+06 7.734028916e+06 7.734028916e+06 4.440892099e-16 -6.665169928e-01
1.894116581e+06 7.746499460e+06 7.746499460e+06 4.440892099e-16 -6.665171133e-01
1.895643713e+06 7.758990116e+06 7.758990116e+06 4.440892099e-16 -6.665172336e-01
1.897172076e+06 7.771500917e+06 7.771500917e+06 4.440892099e-16 -6.665173538e-01
1.898701671e+06 7.784031895e+06 7.784031895e+06 4.440892099e-16 -6.665174739e-01
1.900232500e+06 7.796583083e+06 7.796583083e+06 4.440892099e-16 -6.665175939e-01
1.901764563e+06 7.809154513e+06 7.809154513e+06 4.440892099e-16 -6.665177139e-01
1.903297861e+06 7.821746218e+06 7.821746218e+06 4.440892099e-16 -6.665178337e-01
1.904832395e+06 7.834358231e+06 7.834358231e+06 4.440892099e-16 -6.665179534e-01
1.906368167e+06 7.846990585e+06 7.846990585e+06 4.440892099e-16 -6.665180731e-01
1.907905176e+06 7.859643312e+06 7.859643312e+06 4.440892099e-16 -6.665181926e-01
1.909443425e+06 7.872316445e+06 7.872316445e+06 4.440892099e-16 -6.665183121e-01
1.910982914e+06 7.885010017e+06 7.885010017e+06 4.440892099e-16 -6.665184314e-01
1.912523645e+06 7.897724062e+06 7.897724062e+06 4.440892099e-16 -6.665185507e-01
1.914065617e+06 7.910458611e+06 7.910458611e+06 4.440892099e-16 -6.665186699e-01
1.915608833e+06 7.923213699e+06 7.923213699e+06 4.440892099e-16 -6.665187889e-01
1.917153293e+06 7.935989358e+06 7.935989358e+06 4.440892099e-16 -6.665189079e-01
1.918698998e+06 7.948785621e+06 7.948785621e+06 4.440892099e-16 -6.665190268e-01
1.920245950e+06 7.961602522e+06 7.961602522e+06 4.440892099e-16 -6.665191455e-01
1.921794148e+06 7.974440094e+06 7.974440094e+06 4.440892099e-16 -6.665192642e-01
1.923343595e+06 7.987298370e+06 7.987298370e+06 4.440892099e-16 -6.665193828e-01
1.924894292e+06 8.000177385e+06 8.000177385e+06 4.440892099e-16 -6.665195013e-01
1.926446238e+06 8.013077170e+06 8.013077170e+06 4.440892099e-16 -6.665196197e-01
1.927999436e+06 8.025997760e+06 8.025997760e+06 4.440892099e-16 -6.665197380e-01
1.929553885e+06 8.038939188e+06 8.038939188e+06 4.440892099e-16 -6.665198562e-01
1.931109589e+06 8.051901488e+06 8.051901488e+06 4.440892099e-16 -6.665199743e-01
1.932666546e+06 8.064884694e+06 8.064884694e+06 4.440892099e-16 -6.665200924e-01
1.934224759e+06 8.077888839e+06 8.077888839e+06 4.440892099e-16 -6.665202103e-01
1.935784228e+06 8.090913957e+06 8.090913957e+06 4.440892099e-16 -6.665203281e-01
1.937344954e+06 8.103960081e+06 8.103960081e+06 4.440892099e-16 -6.665204458e-01
1.938906939e+06 8.117027247e+06 8.117027247e+06 4.440892099e-16 -6.665205635e-01
1.940470183e+06 8.130115487e+06 8.130115487e+06 4.440892099e-16 -6.665206810e-01
1.942034688e+06 8.143224836e+06 8.143224836e+06 4.440892099e-16 -6.665207985e-01
1.943600454e+06 8.156355327e+06 8.156355327e+06 4.440892099e-16 -6.665209158e-01
1.945167482e+06 8.169506995e+06 8.169506995e+06 4.440892099e-16 -6.665210331e-01
1.946735773e+06 8.182679875e+06 8.182679875e+06 4.440892099e-16 -6.665211503e-01
1.948305330e+06 8.195873999e+06 8.195873999e+06 4.440892099e-16 -6.665212673e-01
1.949876151e+06 8.209089403e+06 8.209089403e+06 4.440892099e-16 -6.665213843e-01
1.951448239e+06 8.222326121e+06 8.222326121e+06 4.440892099e-16 -6.665215012e-01
1.953021595e+06 8.235584186e+06 8.235584186e+06 4.440892099e-16 -6.665216180e-01
1.954596219e+06 8.248863635e+06 8.248863635e+06 4.440892099e-16 -6.665217347e-01
1.956172112e+06 8.262164500e+06 8.262164500e+06 4.440892099e-16 -6.665218513e-01
1.957749276e+06 8.275486817e+06 8.275486817e+06 4.440892099e-16 -6.665219678e-01
1.959327712e+06 8.288830620e+06 8.288830620e+06 4.440892099e-16 -6.665220842e-01
1.960907420e+06 8.302195945e+06 8.302195945e+06 4.440892099e-16 -6.665222005e-01
1.962488402e+06 8.315582824e+06 8.315582824e+06 4.440892099e-16 -6.665223168e-01
1.964070659e+06 8.328991294e+06 8.328991294e+06 4.440892099e-16 -6.665224329e-01
1.965654191e+06 8.342421390e+06 8.342421390e+06 4.440892099e-16 -6.665225490e-01
1.967239000e+06 8.355873145e+06 8.355873145e+06 4.440892099e-16 -6.665226649e-01
1.968825087e+06 8.369346595e+06 8.369346595e+06 4.440892099e-16 -6.665227808e-01
1.970412453e+06 8.382841776e+06 8.382841776e+06 4.440892099e-16 -6.665228965e-01
1.972001098e+06 8.396358721e+06 8.396358721e+06 2.220446049e-16 -6.665230122e-01
1.973591024e+06 8.409897467e+06 8.409897467e+06 2.220446049e-16 -6.665231278e-01
1.975182233e+06 8.423458047e+06 8.423458047e+06 2.220446049e-16 -6.665232433e-01
1.976774724e+06 8.437040499e+06 8.437040499e+06 4.440892099e-16 -6.665233587e-01
1.978368499e+06 8.450644856e+06 8.450644856e+06 2.220446049e-16 -6.665234739e-01
1.979963559e+06 8.464271154e+06 8.464271154e+06 2.220446049e-16 -6.665235892e-01
1.981559905e+06 8.477919429e+06 8.477919429e+06 2.220446049e-16 -6.665237043e-01
1.983157538e+06 8.491589716e+06 8.491589716e+06 2.220446049e-16 -6.665238193e-01
1.984756459e+06 8.505282050e+06 8.505282050e+06 4.440892099e-16 -6.665239342e-01
1.986356669e+06 8.518996467e+06 8.518996467e+06 2.220446049e-16 -6.665240491e-01
1.987958169e+06 8.532733003e+06 8.532733003e+06 2.220446049e-16 -6.665241638e-01
1.989560961e+06 8.546491694e+06 8.546491694e+06 2.220446049e-16 -6.665242785e-01
1.991165045e+06 8.560272574e+06 8.560272574e+06 2.220446049e-16 -6.665243930e-01
1.992770422e+06 8.574075681e+06 8.574075681e+06 2.220446049e-16 -6.665245075e-01
1.994377094e+06 8.587901049e+06 8.587901049e+06 2.220446049e-16 -6.665246219e-01
1.995985060e+06 8.601748714e+06 8.601748714e+06 4.440892099e-16 -6.665247361e-01
1.997594324e+06 8.615618714e+06 8.615618714e+06 4.440892099e-16 -6.665248503e-01
1.999204885e+06 8.629511082e+06 8.629511082e+06 2.220446049e-16 -6.665249644e-01
2.000816744e+06 8.643425857e+06 8.643425857e+06 4.440892099e-16 -6.665250784e-01
2.002429903e+06 8.657363073e+06 8.657363073e+06 2.220446049e-16 -6.665251924e-01
2.004044362e+06 8.671322768e+06 8.671322768e+06 4.440892099e-16 -6.665253062e-01
2.005660123e+06 8.685304976e+06 8.685304976e+06 2.220446049e-16 -6.665254199e-01
2.007277187e+06 8.699309736e+06 8.699309736e+06 2.220446049e-16 -6.665255336e-01
2.008895555e+06 8.713337082e+06 8.713337082e+06 2.220446049e-16 -6.665256471e-01
2.010515227e+06 8.727387052e+06 8.727387052e+06 2.220446049e-16 -6.665257606e-01
2.012136205e+06 8.741459681e+06 8.741459681e+06 4.440892099e-16 -6.665258739e-01
2.013758491e+06 8.755555008e+06 8.755555008e+06 2.220446049e-16 -6.665259872e-01
2.015382084e+06 8.769673067e+06 8.769673067e+06 4.440892099e-16 -6.665261004e-01
2.017006986e+06 8.783813896e+06 8.783813896e+06 2.220446049e-16 -6.665262135e-01
2.018633198e+06 8.797977531e+06 8.797977531e+06 2.220446049e-16 -6.665263265e-01
2.020260721e+06 8.812164009e+06 8.812164009e+06 2.220446049e-16 -6.665264394e-01
2.021889557e+06 8.826373368e+06 8.826373368e+06 4.440892099e-16 -6.665265522e-01
2.023519706e+06 8.840605644e+06 8.840605644e+06 4.440892099e-16 -6.665266650e-01
2.025151169e+06 8.854860873e+06 8.854860873e+06 2.220446049e-16 -6.665267776e-01
2.026783947e+06 8.869139094e+06 8.869139094e+06 2.220446049e-16 -6.665268902e-01
2.028418042e+06 8.883440343e+06 8.883440343e+06 2.220446049e-16 -6.665270026e-01
2.030053455e+06 8.897764657e+06 8.897764657e+06 2.220446049e-16 -6.665271150e-01
2.031690186e+06 8.912112073e+06 8.912112073e+06 4.440892099e-16 -6.665272273e-01
2.033328236e+06 8.926482629e+06 8.926482629e+06 2.220446049e-16 -6.665273395e-01
2.034967607e+06 8.940876362e+06 8.940876362e+06 4.440892099e-16 -6.665274516e-01
2.036608300e+06 8.955293309e+06 8.955293309e+06 2.220446049e-16 -6.665275636e-01
2.038250316e+06 8.969733509e+06 8.969733509e+06 2.220446049e-16 -6.665276755e-01
2.039893656e+06 8.984196997e+06 8.984196997e+06 2.220446049e-16 -6.665277873e-01
2.041538320e+06 8.998683813e+06 8.998683813e+06 2.220446049e-16 -6.665278991e-01
2.043184311e+06 9.013193993e+06 9.013193993e+06 4.440892099e-16 -6.665280107e-01
2.044831629e+06 9.027727575e+06 9.027727575e+06 2.220446049e-16 -6.665281223e-01
2.046480275e+06 9.042284597e+06 9.042284597e+06 2.220446049e-16 -6.665282338e-01
2.048130250e+06 9.056865097e+06 9.056865097e+06 2.220446049e-16 -6.665283451e-01
2.049781555e+06 9.071469112e+06 9.071469112e+06 2.220446049e-16 -6.665284564e-01
2.051434192e+06 9.086096682e+06 9.086096682e+06 2.220446049e-16 -6.665285676e-01
2.053088161e+06 9.100747842e+06 9.100747842e+06 2.220446049e-16 -6.665286788e-01
2.054743464e+06 9.115422633e+06 9.115422633e+06 4.440892099e-16 -6.665287898e-01
2.056400101e+06 9.130121091e+06 9.130121091e+06 4.440892099e-16 -6.665289007e-01
2.058058074e+06 9.144843254e+06 9.144843254e+06 2.220446049e-16 -6.665290116e-01
2.059717383e+06 9.159589163e+06 9.159589163e+06 2.220446049e-16 -6.665291223e-01
2.061378031e+06 9.174358853e+06 9.174358853e+06 2.220446049e-16 -6.665292330e-01
2.063040017e+06 9.189152364e+06 9.189152364e+06 2.220446049e-16 -6.665293436e-01
2.064703344e+06 9.203969735e+06 9.203969735e+06 4.440892099e-16 -6.665294541e-01
2.066368011e+06 9.218811003e+06 9.218811003e+06 4.440892099e-16 -6.665295645e-01
2.068034021e+06 9.233676208e+06 9.233676208e+06 2.220446049e-16 -6.665296748e-01
2.069701373e+06 9.248565387e+06 9.248565387e+06 2.220446049e-16 -6.665297850e-01
2.071370071e+06 9.263478580e+06 9.263478580e+06 2.220446049e-16 -6.665298951e-01
2.073040113e+06 9.278415825e+06 9.278415825e+06 2.220446049e-16 -6.665300052e-01
2.074711502e+06 9.293377161e+06 9.293377161e+06 4.440892099e-16 -6.665301151e-01
2.076384238e+06 9.308362628e+06 9.308362628e+06 2.220446049e-16 -6.665302250e-01
2.078058324e+06 9.323372263e+06 9.323372263e+06 2.220446049e-16 -6.665303348e-01
2.079733758e+06 9.338406105e+06 9.338406105e+06 2.220446049e-16 -6.665304445e-01
2.081410544e+06 9.353464195e+06 9.353464195e+06 4.440892099e-16 -6.665305541e-01
2.083088682e+06 9.368546571e+06 9.368546571e+06 4.440892099e-16 -6.665306636e-01
2.084768172e+06 9.383653272e+06 9.383653272e+06 4.440892099e-16 -6.665307730e-01
2.086449017e+06 9.398784337e+06 9.398784337e+06 2.220446049e-16 -6.665308824e-01
2.088131217e+06 9.413939806e+06 9.413939806e+06 2.220446049e-16 -6.665309916e-01
2.089814773e+06 9.429119718e+06 9.429119718e+06 2.220446049e-16 -6.665311008e-01
2.091499686e+06 9.444324112e+06 9.444324112e+06 2.220446049e-16 -6.665312099e-01
2.093185958e+06 9.459553029e+06 9.459553029e+06 4.440892099e-16 -6.665313189e-01
2.094873590e+06 9.474806507e+06 9.474806507e+06 2.220446049e-16 -6.665314278e-01
2.096562582e+06 9.490084586e+06 9.490084586e+06 2.220446049e-16 -6.665315366e-01
2.098252936e+06 9.505387306e+06 9.505387306e+06 2.220446049e-16 -6.665316453e-01
2.099944653e+06 9.520714706e+06 9.520714706e+06 2.220446049e-16 -6.665317539e-01
2.101637733e+06 9.536066827e+06 9.536066827e+06 2.220446049e-16 -6.665318625e-01
2.103332179e+06 9.551443708e+06 9.551443708e+06 2.220446049e-16 -6.665319710e-01
2.105027991e+06 9.566845389e+06 9.566845389e+06 2.220446049e-16 -6.665320793e-01
2.106725170e+06 9.582271911e+06 9.582271911e+06 2.220446049e-16 -6.665321876e-01
2.108423718e+06 9.597723313e+06 9.597723313e+06 2.220446049e-16 -6.665322958e-01
2.110123635e+06 9.613199635e+06 9.613199635e+06 4.440892099e-16 -6.665324040e-01
2.111824922e+06 9.628700918e+06 9.628700918e+06 2.220446049e-16 -6.665325120e-01
2.113527581e+06 9.644227201e+06 9.644227201e+06 2.220446049e-16 -6.665326199e-01
2.115231613e+06 9.659778526e+06 9.659778526e+06 4.440892099e-16 -6.665327278e-01
2.116937019e+06 9.675354932e+06 9.675354932e+06 2.220446049e-16 -6.665328356e-01
2.118643800e+06 9.690956461e+06 9.690956461e+06 2.220446049e-16 -6.665329432e-01
2.120351957e+06 9.706583152e+06 9.706583152e+06 4.440892099e-16 -6.665330508e-01
2.122061491e+06 9.722235046e+06 9.722235046e+06 2.220446049e-16 -6.665331583e-01
2.123772403e+06 9.737912183e+06 9.737912183e+06 4.440892099e-16 -6.665332658e-01
2.125484695e+06 9.753614606e+06 9.753614606e+06 2.220446049e-16 -6.665333731e-01
2.127198368e+06 9.769342353e+06 9.769342353e+06 2.220446049e-16 -6.665334804e-01
2.128913422e+06 9.785095467e+06 9.785095467e+06 2.220446049e-16 -6.665335875e-01
2.130629858e+06 9.800873988e+06 9.800873988e+06 4.440892099e-16 -6.665336946e-01
2.132347679e+06 9.816677957e+06 9.816677957e+06 2.220446049e-16 -6.665338016e-01
2.134066885e+06 9.832507414e+06 9.832507414e+06 2.220446049e-16 -6.665339085e-01
2.135787476e+06 9.848362402e+06 9.848362402e+06 2.220446049e-16 -6.665340153e-01
2.137509455e+06 9.864242962e+06 9.864242962e+06 2.220446049e-16 -6.665341221e-01
2.139232823e+06 9.880149134e+06 9.880149134e+06 2.220446049e-16 -6.665342287e-01
2.140957579e+06 9.896080960e+06 9.896080960e+06 4.440892099e-16 -6.665343353e-01
2.142683727e+06 9.912038481e+06 9.912038481e+06 4.440892099e-16 -6.665344418e-01
2.144411266e+06 9.928021739e+06 9.928021739e+06 2.220446049e-16 -6.665345481e-01
2.146140198e+06 9.944030776e+06 9.944030776e+06 2.220446049e-16 -6.665346545e-01
2.147870524e+06 9.960065632e+06 9.960065632e+06 0.000000000e+00 -6.665347607e-01
2.149602245e+06 9.976126349e+06 9.976126349e+06 4.440892099e-16 -6.665348668e-01
2.151335362e+06 9.992212970e+06 9.992212970e+06 4.440892099e-16 -6.665349729e-01
2.153069876e+06 1.000832554e+07 1.000832554e+07 2.220446049e-16 -6.665350788e-01
2.154805789e+06 1.002446409e+07 1.002446409e+07 4.440892099e-16 -6.665351847e-01
2.156543102e+06 1.004062867e+07 1.004062867e+07 2.220446049e-16 -6.665352905e-01
2.158281815e+06 1.005681932e+07 1.005681932e+07 2.220446049e-16 -6.665353962e-01
2.160021930e+06 1.007303609e+07 1.007303609e+07 2.220446049e-16 -6.665355018e-01
2.161763448e+06 1.008927901e+07 1.008927901e+07 2.220446049e-16 -6.665356074e-01
2.163506370e+06 1.010554812e+07 1.010554812e+07 4.440892099e-16 -6.665357128e-01
2.165250697e+06 1.012184348e+07 1.012184348e+07 2.220446049e-16 -6.665358182e-01
2.166996431e+06 1.013816512e+07 1.013816512e+07 2.220446049e-16 -6.665359235e-01
2.168743572e+06 1.015451308e+07 1.015451308e+07 4.440892099e-16 -6.665360287e-01
2.170492122e+06 1.017088741e+07 1.017088741e+07 2.220446049e-16 -6.665361338e-01
2.172242082e+06 1.018728815e+07 1.018728815e+07 2.220446049e-16 -6.665362389e-01
2.173993452e+06 1.020371534e+07 1.020371534e+07 2.220446049e-16 -6.665363438e-01
2.175746235e+06 1.022016902e+07 1.022016902e+07 2.220446049e-16 -6.665364487e-01
2.177500430e+06 1.023664924e+07 1.023664924e+07 2.220446049e-16 -6.665365534e-01
2.179256040e+06 1.025315604e+07 1.025315604e+07 2.220446049e-16 -6.665366581e-01
2.181013066e+06 1.026968946e+07 1.026968946e+07 2.220446049e-16 -6.665367628e-01
2.182771508e+06 1.028624955e+07 1.028624955e+07 2.220446049e-16 -6.665368673e-01
2.184531368e+06 1.030283635e+07 1.030283635e+07 2.220446049e-16 -6.665369717e-01
2.186292647e+06 1.031944990e+07 1.031944990e+07 4.440892099e-16 -6.665370761e-01
2.188055345e+06 1.033609025e+07 1.033609025e+07 2.220446049e-16 -6.665371804e-01
2.189819465e+06 1.035275743e+07 1.035275743e+07 2.220446049e-16 -6.665372846e-01
2.191585008e+06 1.036945149e+07 1.036945149e+07 2.220446049e-16 -6.665373887e-01
2.193351973e+06 1.038617248e+07 1.038617248e+07 4.440892099e-16 -6.665374927e-01
2.195120364e+06 1.040292044e+07 1.040292044e+07 4.440892099e-16 -6.665375966e-01
2.196890180e+06 1.041969541e+07 1.041969541e+07 4.440892099e-16 -6.665377005e-01
2.198661423e+06 1.043649743e+07 1.043649743e+07 2.220446049e-16 -6.665378043e-01
2.200434094e+06 1.045332655e+07 1.045332655e+07 2.220446049e-16 -6.665379079e-01
2.202208194e+06 1.047018282e+07 1.047018282e+07 2.220446049e-16 -6.665380116e-01
2.203983725e+06 1.048706627e+07 1.048706627e+07 2.220446049e-16 -6.665381151e-01
2.205760687e+06 1.050397695e+07 1.050397695e+07 2.220446049e-16 -6.665382185e-01
2.207539082e+06 1.052091491e+07 1.052091491e+07 4.440892099e-16 -6.665383219e-01
2.209318911e+06 1.053788018e+07 1.053788018e+07 2.220446049e-16 -6.665384251e-01
2.211100174e+06 1.055487282e+07 1.055487282e+07 4.440892099e-16 -6.665385283e-01
2.212882874e+06 1.057189286e+07 1.057189286e+07 4.440892099e-16 -6.665386314e-01
2.214667011e+06 1.058894036e+07 1.058894036e+07 2.220446049e-16 -6.665387345e-01
2.216452587e+06 1.060601535e+07 1.060601535e+07 2.220446049e-16 -6.665388374e-01
2.218239602e+06 1.062311788e+07 1.062311788e+07 2.220446049e-16 -6.665389403e-01
2.220028058e+06 1.064024799e+07 1.064024799e+07 4.440892099e-16 -6.665390431e-01
2.221817956e+06 1.065740573e+07 1.065740573e+07 2.220446049e-16 -6.665391457e-01
2.223609297e+06 1.067459114e+07 1.067459114e+07 2.220446049e-16 -6.665392484e-01
2.225402082e+06 1.069180427e+07 1.069180427e+07 2.220446049e-16 -6.665393509e-01
2.227196313e+06 1.070904516e+07 1.070904516e+07 2.220446049e-16 -6.665394533e-01
2.228991990e+06 1.072631386e+07 1.072631386e+07 2.220446049e-16 -6.665395557e-01
2.230789115e+06 1.074361041e+07 1.074361041e+07 2.220446049e-16 -6.665396580e-01
2.232587689e+06 1.076093486e+07 1.076093486e+07 4.440892099e-16 -6.665397602e-01
2.234387714e+06 1.077828725e+07 1.077828725e+07 4.440892099e-16 -6.665398623e-01
2.236189189e+06 1.079566762e+07 1.079566762e+07 4.440892099e-16 -6.665399643e-01
2.237992117e+06 1.081307603e+07 1.081307603e+07 4.440892099e-16 -6.665400663e-01
2.239796498e+06 1.083051251e+07 1.083051251e+07 2.220446049e-16 -6.665401682e-01
2.241602334e+06 1.084797712e+07 1.084797712e+07 2.220446049e-16 -6.665402700e-01
2.243409627e+06 1.086546989e+07 1.086546989e+07 2.220446049e-16 -6.665403717e-01
2.245218376e+06 1.088299088e+07 1.088299088e+07 2.220446049e-16 -6.665404733e-01
2.247028584e+06 1.090054012e+07 1.090054012e+07 4.440892099e-16 -6.665405748e-01
2.248840251e+06 1.091811767e+07 1.091811767e+07 2.220446049e-16 -6.665406763e-01
2.250653378e+06 1.093572357e+07 1.093572357e+07 2.220446049e-16 -6.665407777e-01
2.252467968e+06 1.095335787e+07 1.095335787e+07 2.220446049e-16 -6.665408790e-01
2.254284021e+06 1.097102061e+07 1.097102061e+07 4.440892099e-16 -6.665409802e-01
2.256101537e+06 1.098871183e+07 1.098871183e+07 2.220446049e-16 -6.665410813e-01
2.257920520e+06 1.100643159e+07 1.100643159e+07 0.000000000e+00 -6.665411824e-01
2.259740968e+06 1.102417992e+07 1.102417992e+07 2.220446049e-16 -6.665412834e-01
2.261562885e+06 1.104195689e+07 1.104195689e+07 4.440892099e-16 -6.665413843e-01
2.263386270e+06 1.105976252e+07 1.105976252e+07 4.440892099e-16 -6.665414851e-01
2.265211126e+06 1.107759687e+07 1.107759687e+07 2.220446049e-16 -6.665415858e-01
2.267037452e+06 1.109545999e+07 1.109545999e+07 2.220446049e-16 -6.665416865e-01
2.268865252e+06 1.111335191e+07 1.111335191e+07 2.220446049e-16 -6.665417870e-01
2.270694525e+06 1.113127269e+07 1.113127269e+07 2.220446049e-16 -6.665418875e-01
2.272525272e+06 1.114922238e+07 1.114922238e+07 2.220446049e-16 -6.665419879e-01
2.274357496e+06 1.116720102e+07 1.116720102e+07 2.220446049e-16 -6.665420883e-01
2.276191197e+06 1.118520865e+07 1.118520865e+07 2.220446049e-16 -6.665421885e-01
2.278026377e+06 1.120324533e+07 1.120324533e+07 2.220446049e-16 -6.665422887e-01
2.279863036e+06 1.122131109e+07 1.122131109e+07 2.220446049e-16 -6.665423888e-01
2.281701175e+06 1.123940600e+07 1.123940600e+07 2.220446049e-16 -6.665424888e-01
2.283540797e+06 1.125753008e+07 1.125753008e+07 0.000000000e+00 -6.665425887e-01
2.285381902e+06 1.127568340e+07 1.127568340e+07 2.220446049e-16 -6.665426885e-01
2.287224492e+06 1.129386600e+07 1.129386600e+07 0.000000000e+00 -6.665427883e-01
2.289068567e+06 1.131207793e+07 1.131207793e+07 2.220446049e-16 -6.665428880e-01
2.290914129e+06 1.133031922e+07 1.133031922e+07 2.220446049e-16 -6.665429876e-01
2.292761179e+06 1.134858994e+07 1.134858994e+07 2.220446049e-16 -6.665430871e-01
2.294609718e+06 1.136689013e+07 1.136689013e+07 2.220446049e-16 -6.665431866e-01
2.296459747e+06 1.138521983e+07 1.138521983e+07 2.220446049e-16 -6.665432859e-01
2.298311268e+06 1.140357909e+07 1.140357909e+07 2.220446049e-16 -6.665433852e-01
2.300164282e+06 1.142196797e+07 1.142196797e+07 2.220446049e-16 -6.665434844e-01
2.302018789e+06 1.144038650e+07 1.144038650e+07 2.220446049e-16 -6.665435835e-01
2.303874792e+06 1.145883474e+07 1.145883474e+07 2.220446049e-16 -6.665436826e-01
