# z  H_LCDM[1/Mpc]  H_GREA[1/Mpc]  H_ratio-1  w_GREA
1.473003946e+06 4.686098012e+06 4.686098012e+06 8.881784197e-16 -6.664744324e-01
1.474191556e+06 4.693653030e+06 4.693653030e+06 8.881784197e-16 -6.664745870e-01
1.475380123e+06 4.701220232e+06 4.701220232e+06 8.881784197e-16 -6.664747415e-01
1.476569649e+06 4.708799638e+06 4.708799638e+06 8.881784197e-16 -6.664748958e-01
1.477760134e+06 4.716391266e+06 4.716391266e+06 8.881784197e-16 -6.664750500e-01
1.478951578e+06 4.723995138e+06 4.723995138e+06 8.881784197e-16 -6.664752041e-01
1.480143984e+06 4.731611273e+06 4.731611273e+06 8.881784197e-16 -6.664753581e-01
1.481337350e+06 4.739239689e+06 4.739239689e+06 8.881784197e-16 -6.664755119e-01
1.482531679e+06 4.746880408e+06 4.746880408e+06 8.881784197e-16 -6.664756657e-01
1.483726970e+06 4.754533450e+06 4.754533450e+06 8.881784197e-16 -6.664758193e-01
1.484923226e+06 4.762198833e+06 4.762198833e+06 8.881784197e-16 -6.664759728e-01
1.486120446e+06 4.769876578e+06 4.769876578e+06 6.661338148e-16 -6.664761261e-01
1.487318631e+06 4.777566704e+06 4.777566704e+06 8.881784197e-16 -6.664762794e-01
1.488517782e+06 4.785269233e+06 4.785269233e+06 8.881784197e-16 -6.664764325e-01
1.489717900e+06 4.792984183e+06 4.792984183e+06 6.661338148e-16 -6.664765855e-01
1.490918985e+06 4.800711575e+06 4.800711575e+06 6.661338148e-16 -6.664767383e-01
1.492121039e+06 4.808451429e+06 4.808451429e+06 6.661338148e-16 -6.664768911e-01
1.493324062e+06 4.816203765e+06 4.816203765e+06 6.661338148e-16 -6.664770437e-01
1.494528055e+06 4.823968604e+06 4.823968604e+06 6.661338148e-16 -6.664771962e-01
1.495733019e+06 4.831745964e+06 4.831745964e+06 6.661338148e-16 -6.664773486e-01
1.496938954e+06 4.839535867e+06 4.839535867e+06 6.661338148e-16 -6.664775008e-01
1.498145862e+06 4.847338332e+06 4.847338332e+06 6.661338148e-16 -6.664776529e-01
1.499353742e+06 4.855153381e+06 4.855153381e+06 6.661338148e-16 -6.664778049e-01
1.500562597e+06 4.862981033e+06 4.862981033e+06 6.661338148e-16 -6.664779568e-01
1.501772426e+06 4.870821308e+06 4.870821308e+06 6.661338148e-16 -6.664781086e-01
1.502983230e+06 4.878674228e+06 4.878674228e+06 6.661338148e-16 -6.664782602e-01
1.504195011e+06 4.886539811e+06 4.886539811e+06 6.661338148e-16 -6.664784118e-01
1.505407769e+06 4.894418080e+06 4.894418080e+06 6.661338148e-16 -6.664785632e-01
1.506621504e+06 4.902309053e+06 4.902309053e+06 6.661338148e-16 -6.664787144e-01
1.507836218e+06 4.910212753e+06 4.910212753e+06 6.661338148e-16 -6.664788656e-01
1.509051912e+06 4.918129199e+06 4.918129199e+06 6.661338148e-16 -6.664790166e-01
1.510268585e+06 4.926058411e+06 4.926058411e+06 6.661338148e-16 -6.664791675e-01
1.511486240e+06 4.934000411e+06 4.934000411e+06 6.661338148e-16 -6.664793183e-01
1.512704876e+06 4.941955219e+06 4.941955219e+06 6.661338148e-16 -6.664794690e-01
1.513924495e+06 4.949922855e+06 4.949922855e+06 6.661338148e-16 -6.664796196e-01
1.515145097e+06 4.957903341e+06 4.957903341e+06 6.661338148e-16 -6.664797700e-01
1.516366683e+06 4.965896697e+06 4.965896697e+06 6.661338148e-16 -6.664799203e-01
1.517589254e+06 4.973902944e+06 4.973902944e+06 6.661338148e-16 -6.664800705e-01
1.518812811e+06 4.981922103e+06 4.981922103e+06 6.661338148e-16 -6.664802206e-01
1.520037354e+06 4.989954194e+06 4.989954194e+06 6.661338148e-16 -6.664803705e-01
1.521262885e+06 4.997999239e+06 4.997999239e+06 6.661338148e-16 -6.664805203e-01
1.522489403e+06 5.006057257e+06 5.006057257e+06 6.661338148e-16 -6.664806700e-01
1.523716911e+06 5.014128271e+06 5.014128271e+06 6.661338148e-16 -6.664808196e-01
1.524945408e+06 5.022212301e+06 5.022212301e+06 6.661338148e-16 -6.664809691e-01
1.526174896e+06 5.030309368e+06 5.030309368e+06 6.661338148e-16 -6.664811184e-01
1.527405375e+06 5.038419493e+06 5.038419493e+06 6.661338148e-16 -6.664812677e-01
1.528636846e+06 5.046542697e+06 5.046542697e+06 6.661338148e-16 -6.664814168e-01
1.529869310e+06 5.054679002e+06 5.054679002e+06 6.661338148e-16 -6.664815658e-01
1.531102767e+06 5.062828428e+06 5.062828428e+06 6.661338148e-16 -6.664817146e-01
1.532337219e+06 5.070990997e+06 5.070990997e+06 6.661338148e-16 -6.664818634e-01
1.533572667e+06 5.079166729e+06 5.079166729e+06 6.661338148e-16 -6.664820120e-01
1.534809110e+06 5.087355647e+06 5.087355647e+06 6.661338148e-16 -6.664821605e-01
1.536046551e+06 5.095557770e+06 5.095557770e+06 4.440892099e-16 -6.664823089e-01
1.537284989e+06 5.103773122e+06 5.103773122e+06 4.440892099e-16 -6.664824572e-01
1.538524425e+06 5.112001722e+06 5.112001722e+06 6.661338148e-16 -6.664826053e-01
1.539764861e+06 5.120243593e+06 5.120243593e+06 6.661338148e-16 -6.664827534e-01
1.541006297e+06 5.128498755e+06 5.128498755e+06 4.440892099e-16 -6.664829013e-01
1.542248733e+06 5.136767230e+06 5.136767230e+06 4.440892099e-16 -6.664830491e-01
1.543492172e+06 5.145049040e+06 5.145049040e+06 4.440892099e-16 -6.664831967e-01
1.544736613e+06 5.153344206e+06 5.153344206e+06 6.661338148e-16 -6.664833443e-01
1.545982057e+06 5.161652750e+06 5.161652750e+06 6.661338148e-16 -6.664834917e-01
1.547228506e+06 5.169974693e+06 5.169974693e+06 6.661338148e-16 -6.664836391e-01
1.548475959e+06 5.178310057e+06 5.178310057e+06 6.661338148e-16 -6.664837863e-01
1.549724419e+06 5.186658863e+06 5.186658863e+06 6.661338148e-16 -6.664839333e-01
1.550973884e+06 5.195021134e+06 5.195021134e+06 6.661338148e-16 -6.664840803e-01
1.552224357e+06 5.203396890e+06 5.203396890e+06 4.440892099e-16 -6.664842272e-01
1.553475839e+06 5.211786154e+06 5.211786154e+06 4.440892099e-16 -6.664843739e-01
1.554728329e+06 5.220188948e+06 5.220188948e+06 4.440892099e-16 -6.664845205e-01
1.555981829e+06 5.228605293e+06 5.228605293e+06 6.661338148e-16 -6.664846670e-01
1.557236340e+06 5.237035210e+06 5.237035210e+06 6.661338148e-16 -6.664848134e-01
1.558491862e+06 5.245478723e+06 5.245478723e+06 4.440892099e-16 -6.664849596e-01
1.559748397e+06 5.253935853e+06 5.253935853e+06 6.661338148e-16 -6.664851058e-01
1.561005944e+06 5.262406622e+06 5.262406622e+06 6.661338148e-16 -6.664852518e-01
1.562264506e+06 5.270891051e+06 5.270891051e+06 6.661338148e-16 -6.664853977e-01
1.563524082e+06 5.279389164e+06 5.279389164e+06 6.661338148e-16 -6.664855435e-01
1.564784674e+06 5.287900981e+06 5.287900981e+06 6.661338148e-16 -6.664856892e-01
1.566046282e+06 5.296426526e+06 5.296426526e+06 6.661338148e-16 -6.664858347e-01
1.567308907e+06 5.304965820e+06 5.304965820e+06 4.440892099e-16 -6.664859802e-01
1.568572551e+06 5.313518885e+06 5.313518885e+06 6.661338148e-16 -6.664861255e-01
1.569837213e+06 5.322085744e+06 5.322085744e+06 4.440892099e-16 -6.664862707e-01
1.571102894e+06 5.330666419e+06 5.330666419e+06 4.440892099e-16 -6.664864158e-01
1.572369597e+06 5.339260931e+06 5.339260931e+06 4.440892099e-16 -6.664865608e-01
1.573637320e+06 5.347869305e+06 5.347869305e+06 6.661338148e-16 -6.664867056e-01
1.574906065e+06 5.356491561e+06 5.356491561e+06 6.661338148e-16 -6.664868504e-01
1.576175834e+06 5.365127723e+06 5.365127723e+06 6.661338148e-16 -6.664869950e-01
1.577446626e+06 5.373777812e+06 5.373777812e+06 6.661338148e-16 -6.664871395e-01
1.578718443e+06 5.382441851e+06 5.382441851e+06 6.661338148e-16 -6.664872839e-01
1.579991285e+06 5.391119863e+06 5.391119863e+06 6.661338148e-16 -6.664874282e-01
1.581265154e+06 5.399811870e+06 5.399811870e+06 6.661338148e-16 -6.664875723e-01
1.582540049e+06 5.408517895e+06 5.408517895e+06 6.661338148e-16 -6.664877164e-01
1.583815972e+06 5.417237960e+06 5.417237960e+06 6.661338148e-16 -6.664878603e-01
1.585092925e+06 5.425972088e+06 5.425972088e+06 6.661338148e-16 -6.664880041e-01
1.586370906e+06 5.434720301e+06 5.434720301e+06 6.661338148e-16 -6.664881478e-01
1.587649918e+06 5.443482624e+06 5.443482624e+06 6.661338148e-16 -6.664882914e-01
1.588929961e+06 5.452259077e+06 5.452259077e+06 4.440892099e-16 -6.664884349e-01
1.590211037e+06 5.461049684e+06 5.461049684e+06 4.440892099e-16 -6.664885782e-01
1.591493145e+06 5.469854468e+06 5.469854468e+06 4.440892099e-16 -6.664887214e-01
1.592776286e+06 5.478673452e+06 5.478673452e+06 6.661338148e-16 -6.664888646e-01
1.594060463e+06 5.487506658e+06 5.487506658e+06 4.440892099e-16 -6.664890076e-01
1.595345674e+06 5.496354110e+06 5.496354110e+06 4.440892099e-16 -6.664891505e-01
1.596631922e+06 5.505215830e+06 5.505215830e+06 4.440892099e-16 -6.664892932e-01
1.597919207e+06 5.514091841e+06 5.514091841e+06 4.440892099e-16 -6.664894359e-01
1.599207530e+06 5.522982168e+06 5.522982168e+06 6.661338148e-16 -6.664895785e-01
1.600496892e+06 5.531886831e+06 5.531886831e+06 4.440892099e-16 -6.664897209e-01
1.601787293e+06 5.540805856e+06 5.540805856e+06 4.440892099e-16 -6.664898632e-01
1.603078734e+06 5.549739264e+06 5.549739264e+06 4.440892099e-16 -6.664900054e-01
1.604371217e+06 5.558687080e+06 5.558687080e+06 6.661338148e-16 -6.664901475e-01
1.605664742e+06 5.567649325e+06 5.567649325e+06 4.440892099e-16 -6.664902895e-01
1.606959309e+06 5.576626025e+06 5.576626025e+06 4.440892099e-16 -6.664904313e-01
1.608254921e+06 5.585617201e+06 5.585617201e+06 4.440892099e-16 -6.664905731e-01
1.609551577e+06 5.594622878e+06 5.594622878e+06 4.440892099e-16 -6.664907147e-01
1.610849278e+06 5.603643078e+06 5.603643078e+06 4.440892099e-16 -6.664908562e-01
1.612148026e+06 5.612677825e+06 5.612677825e+06 4.440892099e-16 -6.664909977e-01
1.613447820e+06 5.621727143e+06 5.621727143e+06 4.440892099e-16 -6.664911390e-01
1.614748663e+06 5.630791055e+06 5.630791055e+06 4.440892099e-16 -6.664912801e-01
1.616050555e+06 5.639869585e+06 5.639869585e+06 4.440892099e-16 -6.664914212e-01
1.617353496e+06 5.648962755e+06 5.648962755e+06 4.440892099e-16 -6.664915622e-01
1.618657488e+06 5.658070591e+06 5.658070591e+06 6.661338148e-16 -6.664917030e-01
1.619962531e+06 5.667193115e+06 5.667193115e+06 6.661338148e-16 -6.664918437e-01
1.621268626e+06 5.676330351e+06 5.676330351e+06 4.440892099e-16 -6.664919843e-01
1.622575774e+06 5.685482323e+06 5.685482323e+06 6.661338148e-16 -6.664921248e-01
1.623883976e+06 5.694649054e+06 5.694649054e+06 6.661338148e-16 -6.664922652e-01
1.625193233e+06 5.703830569e+06 5.703830569e+06 4.440892099e-16 -6.664924055e-01
1.626503546e+06 5.713026892e+06 5.713026892e+06 6.661338148e-16 -6.664925457e-01
1.627814915e+06 5.722238045e+06 5.722238045e+06 6.661338148e-16 -6.664926857e-01
1.629127341e+06 5.731464053e+06 5.731464053e+06 6.661338148e-16 -6.664928257e-01
1.630440825e+06 5.740704941e+06 5.740704941e+06 6.661338148e-16 -6.664929655e-01
1.631755369e+06 5.749960732e+06 5.749960732e+06 6.661338148e-16 -6.664931052e-01
1.633070972e+06 5.759231449e+06 5.759231449e+06 6.661338148e-16 -6.664932448e-01
1.634387636e+06 5.768517118e+06 5.768517118e+06 6.661338148e-16 -6.664933843e-01
1.635705361e+06 5.777817762e+06 5.777817762e+06 6.661338148e-16 -6.664935237e-01
1.637024149e+06 5.787133406e+06 5.787133406e+06 4.440892099e-16 -6.664936629e-01
1.638344000e+06 5.796464073e+06 5.796464073e+06 4.440892099e-16 -6.664938021e-01
1.639664916e+06 5.805809788e+06 5.805809788e+06 6.661338148e-16 -6.664939411e-01
1.640986896e+06 5.815170575e+06 5.815170575e+06 6.661338148e-16 -6.664940801e-01
1.642309942e+06 5.824546459e+06 5.824546459e+06 6.661338148e-16 -6.664942189e-01
1.643634055e+06 5.833937463e+06 5.833937463e+06 4.440892099e-16 -6.664943576e-01
1.644959235e+06 5.843343612e+06 5.843343612e+06 6.661338148e-16 -6.664944962e-01
1.646285484e+06 5.852764932e+06 5.852764932e+06 6.661338148e-16 -6.664946347e-01
1.647612802e+06 5.862201445e+06 5.862201445e+06 6.661338148e-16 -6.664947730e-01
1.648941190e+06 5.871653177e+06 5.871653177e+06 6.661338148e-16 -6.664949113e-01
1.650270650e+06 5.881120151e+06 5.881120151e+06 6.661338148e-16 -6.664950494e-01
1.651601181e+06 5.890602394e+06 5.890602394e+06 4.440892099e-16 -6.664951875e-01
1.652932785e+06 5.900099929e+06 5.900099929e+06 6.661338148e-16 -6.664953254e-01
1.654265462e+06 5.909612781e+06 5.909612781e+06 6.661338148e-16 -6.664954632e-01
1.655599214e+06 5.919140974e+06 5.919140974e+06 4.440892099e-16 -6.664956009e-01
1.656934041e+06 5.928684535e+06 5.928684535e+06 6.661338148e-16 -6.664957385e-01
1.658269945e+06 5.938243486e+06 5.938243486e+06 4.440892099e-16 -6.664958760e-01
1.659606925e+06 5.947817853e+06 5.947817853e+06 4.440892099e-16 -6.664960134e-01
1.660944984e+06 5.957407662e+06 5.957407662e+06 4.440892099e-16 -6.664961507e-01
1.662284121e+06 5.967012936e+06 5.967012936e+06 6.661338148e-16 -6.664962878e-01
1.663624338e+06 5.976633701e+06 5.976633701e+06 4.440892099e-16 -6.664964249e-01
1.664965636e+06 5.986269981e+06 5.986269981e+06 6.661338148e-16 -6.664965618e-01
1.666308015e+06 5.995921803e+06 5.995921803e+06 4.440892099e-16 -6.664966986e-01
1.667651476e+06 6.005589190e+06 6.005589190e+06 2.220446049e-16 -6.664968353e-01
1.668996021e+06 6.015272168e+06 6.015272168e+06 4.440892099e-16 -6.664969719e-01
1.670341649e+06 6.024970763e+06 6.024970763e+06 6.661338148e-16 -6.664971084e-01
1.671688362e+06 6.034684998e+06 6.034684998e+06 4.440892099e-16 -6.664972448e-01
1.673036162e+06 6.044414901e+06 6.044414901e+06 4.440892099e-16 -6.664973811e-01
1.674385047e+06 6.054160495e+06 6.054160495e+06 6.661338148e-16 -6.664975173e-01
1.675735021e+06 6.063921806e+06 6.063921806e+06 4.440892099e-16 -6.664976533e-01
1.677086083e+06 6.073698859e+06 6.073698859e+06 4.440892099e-16 -6.664977893e-01
1.678438234e+06 6.083491681e+06 6.083491681e+06 6.661338148e-16 -6.664979251e-01
1.679791475e+06 6.093300295e+06 6.093300295e+06 4.440892099e-16 -6.664980609e-01
1.681145807e+06 6.103124729e+06 6.103124729e+06 4.440892099e-16 -6.664981965e-01
1.682501231e+06 6.112965006e+06 6.112965006e+06 4.440892099e-16 -6.664983320e-01
1.683857749e+06 6.122821154e+06 6.122821154e+06 6.661338148e-16 -6.664984674e-01
1.685215359e+06 6.132693197e+06 6.132693197e+06 4.440892099e-16 -6.664986027e-01
1.686574065e+06 6.142581161e+06 6.142581161e+06 6.661338148e-16 -6.664987379e-01
1.687933865e+06 6.152485072e+06 6.152485072e+06 4.440892099e-16 -6.664988729e-01
1.689294762e+06 6.162404955e+06 6.162404955e+06 6.661338148e-16 -6.664990079e-01
1.690656757e+06 6.172340836e+06 6.172340836e+06 4.440892099e-16 -6.664991428e-01
1.692019849e+06 6.182292742e+06 6.182292742e+06 4.440892099e-16 -6.664992775e-01
1.693384041e+06 6.192260697e+06 6.192260697e+06 4.440892099e-16 -6.664994122e-01
1.694749332e+06 6.202244728e+06 6.202244728e+06 4.440892099e-16 -6.664995467e-01
1.696115724e+06 6.212244861e+06 6.212244861e+06 6.661338148e-16 -6.664996811e-01
1.697483218e+06 6.222261122e+06 6.222261122e+06 4.440892099e-16 -6.664998155e-01
1.698851814e+06 6.232293536e+06 6.232293536e+06 6.661338148e-16 -6.664999497e-01
1.700221514e+06 6.242342130e+06 6.242342130e+06 6.661338148e-16 -6.665000838e-01
1.701592318e+06 6.252406929e+06 6.252406929e+06 4.440892099e-16 -6.665002178e-01
1.702964227e+06 6.262487961e+06 6.262487961e+06 4.440892099e-16 -6.665003517e-01
1.704337242e+06 6.272585251e+06 6.272585251e+06 4.440892099e-16 -6.665004854e-01
1.705711365e+06 6.282698825e+06 6.282698825e+06 6.661338148e-16 -6.665006191e-01
1.707086595e+06 6.292828710e+06 6.292828710e+06 6.661338148e-16 -6.665007527e-01
1.708462934e+06 6.302974931e+06 6.302974931e+06 6.661338148e-16 -6.665008861e-01
1.709840382e+06 6.313137516e+06 6.313137516e+06 6.661338148e-16 -6.665010195e-01
1.711218942e+06 6.323316491e+06 6.323316491e+06 4.440892099e-16 -6.665011527e-01
1.712598612e+06 6.333511882e+06 6.333511882e+06 4.440892099e-16 -6.665012859e-01
1.713979395e+06 6.343723716e+06 6.343723716e+06 4.440892099e-16 -6.665014189e-01
1.715361292e+06 6.353952018e+06 6.353952018e+06 6.661338148e-16 -6.665015518e-01
1.716744302e+06 6.364196816e+06 6.364196816e+06 4.440892099e-16 -6.665016847e-01
1.718128428e+06 6.374458137e+06 6.374458137e+06 4.440892099e-16 -6.665018174e-01
1.719513669e+06 6.384736007e+06 6.384736007e+06 4.440892099e-16 -6.665019500e-01
1.720900028e+06 6.395030452e+06 6.395030452e+06 6.661338148e-16 -6.665020825e-01
1.722287504e+06 6.405341499e+06 6.405341499e+06 6.661338148e-16 -6.665022149e-01
1.723676098e+06 6.415669176e+06 6.415669176e+06 4.440892099e-16 -6.665023471e-01
1.725065813e+06 6.426013509e+06 6.426013509e+06 6.661338148e-16 -6.665024793e-01
1.726456647e+06 6.436374524e+06 6.436374524e+06 4.440892099e-16 -6.665026114e-01
1.727848603e+06 6.446752249e+06 6.446752249e+06 6.661338148e-16 -6.665027434e-01
1.729241682e+06 6.457146711e+06 6.457146711e+06 6.661338148e-16 -6.665028752e-01
1.730635883e+06 6.467557937e+06 6.467557937e+06 4.440892099e-16 -6.665030070e-01
1.732031209e+06 6.477985953e+06 6.477985953e+06 6.661338148e-16 -6.665031386e-01
1.733427659e+06 6.488430788e+06 6.488430788e+06 6.661338148e-16 -6.665032702e-01
1.734825236e+06 6.498892467e+06 6.498892467e+06 4.440892099e-16 -6.665034016e-01
1.736223939e+06 6.509371018e+06 6.509371018e+06 6.661338148e-16 -6.665035329e-01
1.737623770e+06 6.519866468e+06 6.519866468e+06 6.661338148e-16 -6.665036642e-01
1.739024730e+06 6.530378846e+06 6.530378846e+06 4.440892099e-16 -6.665037953e-01
1.740426819e+06 6.540908177e+06 6.540908177e+06 4.440892099e-16 -6.665039263e-01
1.741830038e+06 6.551454489e+06 6.551454489e+06 4.440892099e-16 -6.665040572e-01
1.743234389e+06 6.562017810e+06 6.562017810e+06 4.440892099e-16 -6.665041880e-01
1.744639872e+06 6.572598167e+06 6.572598167e+06 6.661338148e-16 -6.665043187e-01
1.746046489e+06 6.583195587e+06 6.583195587e+06 4.440892099e-16 -6.665044493e-01
1.747454239e+06 6.593810099e+06 6.593810099e+06 2.220446049e-16 -6.665045798e-01
1.748863125e+06 6.604441729e+06 6.604441729e+06 4.440892099e-16 -6.665047102e-01
1.750273146e+06 6.615090505e+06 6.615090505e+06 4.440892099e-16 -6.665048405e-01
1.751684304e+06 6.625756456e+06 6.625756456e+06 6.661338148e-16 -6.665049706e-01
1.753096600e+06 6.636439608e+06 6.636439608e+06 6.661338148e-16 -6.665051007e-01
1.754510034e+06 6.647139989e+06 6.647139989e+06 4.440892099e-16 -6.665052307e-01
1.755924609e+06 6.657857627e+06 6.657857627e+06 4.440892099e-16 -6.665053605e-01
1.757340323e+06 6.668592551e+06 6.668592551e+06 6.661338148e-16 -6.665054903e-01
1.758757179e+06 6.679344787e+06 6.679344787e+06 4.440892099e-16 -6.665056200e-01
1.760175178e+06 6.690114364e+06 6.690114364e+06 4.440892099e-16 -6.665057495e-01
1.761594319e+06 6.700901309e+06 6.700901309e+06 2.220446049e-16 -6.665058790e-01
1.763014605e+06 6.711705652e+06 6.711705652e+06 4.440892099e-16 -6.665060083e-01
1.764436036e+06 6.722527419e+06 6.722527419e+06 4.440892099e-16 -6.665061375e-01
1.765858613e+06 6.733366639e+06 6.733366639e+06 4.440892099e-16 -6.665062667e-01
1.767282337e+06 6.744223340e+06 6.744223340e+06 2.220446049e-16 -6.665063957e-01
1.768707209e+06 6.755097551e+06 6.755097551e+06 4.440892099e-16 -6.665065246e-01
1.770133229e+06 6.765989299e+06 6.765989299e+06 4.440892099e-16 -6.665066535e-01
1.771560400e+06 6.776898613e+06 6.776898613e+06 4.440892099e-16 -6.665067822e-01
1.772988721e+06 6.787825521e+06 6.787825521e+06 2.220446049e-16 -6.665069108e-01
1.774418193e+06 6.798770051e+06 6.798770051e+06 4.440892099e-16 -6.665070393e-01
1.775848818e+06 6.809732232e+06 6.809732232e+06 2.220446049e-16 -6.665071677e-01
1.777280597e+06 6.820712093e+06 6.820712093e+06 4.440892099e-16 -6.665072960e-01
1.778713530e+06 6.831709662e+06 6.831709662e+06 4.440892099e-16 -6.665074242e-01
1.780147618e+06 6.842724967e+06 6.842724967e+06 4.440892099e-16 -6.665075523e-01
1.781582862e+06 6.853758037e+06 6.853758037e+06 4.440892099e-16 -6.665076803e-01
1.783019264e+06 6.864808901e+06 6.864808901e+06 4.440892099e-16 -6.665078082e-01
1.784456823e+06 6.875877588e+06 6.875877588e+06 4.440892099e-16 -6.665079360e-01
1.785895542e+06 6.886964125e+06 6.886964125e+06 4.440892099e-16 -6.665080637e-01
1.787335421e+06 6.898068543e+06 6.898068543e+06 4.440892099e-16 -6.665081913e-01
1.788776460e+06 6.909190869e+06 6.909190869e+06 4.440892099e-16 -6.665083188e-01
1.790218662e+06 6.920331133e+06 6.920331133e+06 4.440892099e-16 -6.665084462e-01
1.791662026e+06 6.931489364e+06 6.931489364e+06 4.440892099e-16 -6.665085734e-01
1.793106554e+06 6.942665590e+06 6.942665590e+06 4.440892099e-16 -6.665087006e-01
1.794552247e+06 6.953859841e+06 6.953859841e+06 4.440892099e-16 -6.665088277e-01
1.795999105e+06 6.965072146e+06 6.965072146e+06 4.440892099e-16 -6.665089547e-01
1.797447129e+06 6.976302534e+06 6.976302534e+06 4.440892099e-16 -6.665090815e-01
1.798896322e+06 6.987551033e+06 6.987551033e+06 4.440892099e-16 -6.665092083e-01
1.800346682e+06 6.998817674e+06 6.998817674e+06 4.440892099e-16 -6.665093350e-01
1.801798212e+06 7.010102485e+06 7.010102485e+06 4.440892099e-16 -6.665094615e-01
1.803250912e+06 7.021405496e+06 7.021405496e+06 4.440892099e-16 -6.665095880e-01
1.804704784e+06 7.032726737e+06 7.032726737e+06 4.440892099e-16 -6.665097144e-01
1.806159827e+06 7.044066235e+06 7.044066235e+06 4.440892099e-16 -6.665098406e-01
1.807616044e+06 7.055424022e+06 7.055424022e+06 4.440892099e-16 -6.665099668e-01
1.809073435e+06 7.066800126e+06 7.066800126e+06 4.440892099e-16 -6.665100928e-01
1.810532001e+06 7.078194578e+06 7.078194578e+06 4.440892099e-16 -6.665102188e-01
1.811991743e+06 7.089607406e+06 7.089607406e+06 4.440892099e-16 -6.665103447e-01
1.813452661e+06 7.101038640e+06 7.101038640e+06 4.440892099e-16 -6.665104704e-01
1.814914758e+06 7.112488310e+06 7.112488310e+06 4.440892099e-16 -6.665105961e-01
1.816378033e+06 7.123956446e+06 7.123956446e+06 4.440892099e-16 -6.665107216e-01
1.817842489e+06 7.135443077e+06 7.135443077e+06 4.440892099e-16 -6.665108471e-01
1.819308124e+06 7.146948234e+06 7.146948234e+06 4.440892099e-16 -6.665109724e-01
1.820774942e+06 7.158471946e+06 7.158471946e+06 4.440892099e-16 -6.665110977e-01
1.822242942e+06 7.170014243e+06 7.170014243e+06 4.440892099e-16 -6.665112228e-01
1.823712126e+06 7.181575155e+06 7.181575155e+06 4.440892099e-16 -6.665113479e-01
1.825182494e+06 7.193154712e+06 7.193154712e+06 4.440892099e-16 -6.665114728e-01
1.826654048e+06 7.204752944e+06 7.204752944e+06 4.440892099e-16 -6.665115977e-01
1.828126788e+06 7.216369882e+06 7.216369882e+06 4.440892099e-16 -6.665117224e-01
1.829600716e+06 7.228005555e+06 7.228005555e+06 4.440892099e-16 -6.665118471e-01
1.831075832e+06 7.239659994e+06 7.239659994e+06 4.440892099e-16 -6.665119716e-01
1.832552137e+06 7.251333229e+06 7.251333229e+06 4.440892099e-16 -6.665120961e-01
1.834029633e+06 7.263025290e+06 7.263025290e+06 4.440892099e-16 -6.665122204e-01
1.835508320e+06 7.274736208e+06 7.274736208e+06 4.440892099e-16 -6.665123447e-01
1.836988199e+06 7.286466013e+06 7.286466013e+06 4.440892099e-16 -6.665124688e-01
1.838469271e+06 7.298214736e+06 7.298214736e+06 2.220446049e-16 -6.665125928e-01
1.839951537e+06 7.309982406e+06 7.309982406e+06 4.440892099e-16 -6.665127168e-01
1.841434998e+06 7.321769056e+06 7.321769056e+06 4.440892099e-16 -6.665128406e-01
1.842919656e+06 7.333574714e+06 7.333574714e+06 4.440892099e-16 -6.665129644e-01
1.844405510e+06 7.345399412e+06 7.345399412e+06 4.440892099e-16 -6.665130880e-01
1.845892562e+06 7.357243181e+06 7.357243181e+06 4.440892099e-16 -6.665132116e-01
1.847380814e+06 7.369106052e+06 7.369106052e+06 4.440892099e-16 -6.665133350e-01
1.848870265e+06 7.380988054e+06 7.380988054e+06 4.440892099e-16 -6.665134584e-01
1.850360917e+06 7.392889220e+06 7.392889220e+06 4.440892099e-16 -6.665135817e-01
1.851852771e+06 7.404809579e+06 7.404809579e+06 4.440892099e-16 -6.665137048e-01
1.853345827e+06 7.416749164e+06 7.416749164e+06 4.440892099e-16 -6.665138279e-01
1.854840088e+06 7.428708004e+06 7.428708004e+06 4.440892099e-16 -6.665139508e-01
1.856335553e+06 7.440686131e+06 7.440686131e+06 4.440892099e-16 -6.665140737e-01
1.857832224e+06 7.452683576e+06 7.452683576e+06 4.440892099e-16 -6.665141964e-01
1.859330102e+06 7.464700371e+06 7.464700371e+06 2.220446049e-16 -6.665143191e-01
1.860829187e+06 7.476736546e+06 7.476736546e+06 4.440892099e-16 -6.665144417e-01
1.862329481e+06 7.488792133e+06 7.488792133e+06 4.440892099e-16 -6.665145641e-01
1.863830984e+06 7.500867162e+06 7.500867162e+06 4.440892099e-16 -6.665146865e-01
1.865333698e+06 7.512961667e+06 7.512961667e+06 4.440892099e-16 -6.665148088e-01
1.866837624e+06 7.525075677e+06 7.525075677e+06 4.440892099e-16 -6.665149309e-01
1.868342762e+06 7.537209224e+06 7.537209224e+06 4.440892099e-16 -6.665150530e-01
1.869849114e+06 7.549362340e+06 7.549362340e+06 4.440892099e-16 -6.665151750e-01
1.871356680e+06 7.561535056e+06 7.561535056e+06 4.440892099e-16 -6.665152968e-01
1.872865462e+06 7.573727404e+06 7.573727404e+06 4.440892099e-16 -6.665154186e-01
1.874375460e+06 7.585939416e+06 7.585939416e+06 4.440892099e-16 -6.665155403e-01
1.875886676e+06 7.598171123e+06 7.598171123e+06 4.440892099e-16 -6.665156619e-01
1.877399110e+06 7.610422557e+06 7.610422557e+06 4.440892099e-16 -6.665157834e-01
1.878912763e+06 7.622693751e+06 7.622693751e+06 4.440892099e-16 -6.665159047e-01
